timestamp,currency_code,exchange_rate
1690156800,EUR,0.914923
1690156800,GBP,0.782291
1690156800,INR,82.109338
1690156800,AUD,1.471667
1690156800,CAD,1.321980
1690156800,SGD,1.341986
1690156800,CHF,0.897222
1690156800,MYR,4.637503
1690156800,JPY,141.622925
1690156800,CNY,7.177092
